Date,AESO_Power_Demand,Calgary_Weather,Edmonton_Weather,FtMac_Weather
4/30/2016,8534,9.15,11.65,12.9
5/1/2016,8489,10.35,14.5,12.9
5/2/2016,8905,14.2,18.65,15.7
5/3/2016,8785,16.1,21.4,22.1
5/4/2016,8537,16.9,20.05,19.6
5/5/2016,8073,15.55,14.05,15.15
5/6/2016,7896,11,12.65,11.15
5/7/2016,7930,15.45,19.1,16.7
5/8/2016,7611,12.5,13.6,12.6
5/9/2016,7852,6.55,7.65,6.4
5/10/2016,7833,6.25,8.55,6.9
5/11/2016,7804,7.15,8.6,4.2
5/12/2016,7900,4.45,6.6,6
5/13/2016,7850,4.4,7.9,7.8
5/14/2016,7759,6.15,11.1,10.35
5/15/2016,8059,8.6,13.6,12.65
5/16/2016,8256,11.35,18.25,16.2
5/17/2016,8096,16.3,17.65,17.1
5/18/2016,8309,15.55,18.1,16
5/19/2016,8281,8.95,14.35,10
5/20/2016,8046,5.15,4.75,10.85
5/21/2016,7764,4.4,4.9,10.15
5/22/2016,7857,2.85,6.3,10.65
5/23/2016,7802,6.35,8.5,11.3
5/24/2016,8058,9.95,13.15,11.65
5/25/2016,8017,12.25,16,14.15
5/26/2016,7921,12.5,16.6,13.2
5/27/2016,7865,9.25,14.2,15.15
5/28/2016,7660,8.6,12.5,14.35
5/29/2016,7900,12.7,13.1,13.15
5/30/2016,7914,10.15,9.6,13.85
5/31/2016,8080,10.45,12.55,13.65
6/1/2016,8102,13.25,17,13.3
6/2/2016,7987,15.4,17.15,14
6/3/2016,8169,15.5,17.1,17
6/4/2016,8023,17.7,18.75,17.5
6/5/2016,8296,18.2,18.4,15.1
6/6/2016,8723,21.25,22.4,21.1
6/7/2016,8799,22.25,21.95,21.75
6/8/2016,8439,20.55,19.75,16.35
6/9/2016,8191,18.2,14.55,12.75
6/10/2016,8006,13,14.9,14.95
6/11/2016,7832,14.1,12.25,13.45
6/12/2016,8082,12.9,14.65,13.8
6/13/2016,8347,15.05,15.15,17.05
6/14/2016,8157,13.25,14.55,16.55
6/15/2016,7997,10.1,13.9,13.75
6/16/2016,8195,11,11.65,13.6
6/17/2016,8249,12.9,13.75,14.7
6/18/2016,8178,11.15,16.1,14.4
6/19/2016,8422,15.45,17.5,14.55
6/20/2016,8825,15.7,17.5,14.25
6/21/2016,8634,15.3,19.25,17.5
6/22/2016,8710,16.15,18.45,18.55
6/23/2016,8775,16.55,18.8,18.95
6/24/2016,8519,13.3,16,17.25
6/25/2016,8370,15.45,18.1,17.8
6/26/2016,8679,16.2,19.45,18.45
6/27/2016,9107,16.95,19.9,18.7
6/28/2016,9086,17.55,21.65,21.2
6/29/2016,9275,17.45,20.75,19.65
6/30/2016,8847,17.75,19.65,21.6
7/1/2016,8845,16.95,18.25,21.5
7/2/2016,8650,17.45,19.5,19.1
7/3/2016,8508,17.55,19.2,19.35
7/4/2016,8650,14.15,16.6,16.3
7/5/2016,8897,11.9,17.05,17.15
7/6/2016,8920,14.9,18.1,15.45
7/7/2016,9096,16.2,18.15,14
7/8/2016,8890,18.55,18.65,17.1
7/9/2016,8657,15.75,17.1,19.75
7/10/2016,8807,15.05,16.65,19.25
7/11/2016,9028,15.4,18.4,19.5
7/12/2016,8997,16.35,19.75,19.95
7/13/2016,9036,15.55,19.65,19.15
7/14/2016,9029,15.3,18.25,15.55
7/15/2016,8712,11.55,16.5,18.55
7/16/2016,8662,13.45,18.75,18.75
7/17/2016,8820,14.55,17.05,16.85
7/18/2016,9037,15.05,19.95,17.35
7/19/2016,9292,18.6,20.85,22.25
7/20/2016,9037,18.05,19.3,17.9
7/21/2016,9300,17.9,20.7,15.95
7/22/2016,9104,16.2,20.7,15.35
7/23/2016,8886,17.25,19.65,17.75
7/24/2016,9197,17.3,20.6,18.5
7/25/2016,9462,18.05,20.2,16.9
7/26/2016,9397,18.4,20.75,20.05
7/27/2016,9579,19.9,21.9,20.5
7/28/2016,9232,19.05,21.3,21.75
7/29/2016,9398,19.05,20.9,21
7/30/2016,8762,18.05,19.1,20
7/31/2016,8523,13.3,15.6,16.4
8/1/2016,8798,14.8,17.65,18.15
8/2/2016,9246,16.3,18.5,18.6
8/3/2016,9143,14.35,17.95,17.3
8/4/2016,9364,16.75,18.85,19
8/5/2016,9300,18.05,19,19.45
8/6/2016,9013,14.35,20.2,18.55
8/7/2016,9132,17.8,20.3,18.2
8/8/2016,9303,16.8,18.2,19.45
8/9/2016,9778,16.6,18.35,18.75
8/10/2016,9320,15.1,18.15,19.1
8/11/2016,9319,16.7,19.75,20.5
8/12/2016,9210,16.7,19.1,18.3
8/13/2016,9119,16.95,20.55,18.35
8/14/2016,9135,17.35,20.55,19.05
8/15/2016,9489,17.65,21.05,19.85
8/16/2016,9612,19.45,21.2,20.4
8/17/2016,9220,16.95,19,15.85
8/18/2016,9167,13.85,16.3,15
8/19/2016,9099,13.75,15.25,13.1
8/20/2016,9118,16.7,18.55,14.6
8/21/2016,9279,19.45,17.85,15.65
8/22/2016,9073,12.25,14.25,15.5
8/23/2016,9070,12.65,13.55,17.4
8/24/2016,9050,12.6,15.7,15.8
8/25/2016,9130,13.15,15.8,14.05
8/26/2016,9243,13.3,15.25,14.15
8/27/2016,8820,17.1,15.1,13.3
8/28/2016,8943,10.5,11.25,10.9
8/29/2016,9218,15.45,12.5,9.9
8/30/2016,9379,17.5,17.45,11.75
8/31/2016,9444,19.05,19.15,13.25
9/1/2016,9251,18.15,17.95,13.55
9/2/2016,8915,10.2,11.5,13.1
9/3/2016,8754,10.7,11.15,9.85
9/4/2016,8808,7.85,7.9,9.25
9/5/2016,8845,9.55,12.15,9.1
9/6/2016,8945,9.1,12.2,11.45
9/7/2016,8982,10.8,12.2,11.8
9/8/2016,8822,11.25,11.3,11.65
9/9/2016,8818,11.4,13.6,10.95
9/10/2016,8694,15.3,15.85,12.75
9/11/2016,8827,6.45,8.45,7.9
9/12/2016,8944,6.6,8.7,8.35
9/13/2016,8913,9.3,12.85,14.85
9/14/2016,8982,13.9,16.05,14.95
9/15/2016,9034,14.05,16.8,11.8
9/16/2016,8937,14.2,17,15.5
9/17/2016,8718,15.35,15.6,13.75
9/18/2016,8824,10.65,12.55,12.45
9/19/2016,8961,9.1,11.05,10.05
9/20/2016,8927,5.45,9.25,9.4
9/21/2016,8875,7.75,9.65,8.75
9/22/2016,9061,6.55,10.45,11
9/23/2016,8915,11.5,10.45,9.35
9/24/2016,8832,10.2,11.45,11.3
9/25/2016,8725,9.55,10.05,9.8
9/26/2016,9040,15.6,15.8,13.6
9/27/2016,8927,13.6,10.25,10.65
9/28/2016,8942,9.65,9.05,8.45
9/29/2016,8909,9.1,9.95,7.35
9/30/2016,8821,10.45,10.05,6.15
10/1/2016,8634,8.05,7.75,6.25
10/2/2016,8707,6.95,7.8,3.95
10/3/2016,8928,6.1,7.65,4.2
10/4/2016,8957,5.65,6.6,4.1
10/5/2016,9085,1.3,3.2,0.5
10/6/2016,9198,0.85,-0.4,-1.45
10/7/2016,9037,-1.35,-1.9,0.9
10/8/2016,9252,-0.15,-0.15,-0.15
10/9/2016,9095,0.75,0.3,0.2
10/10/2016,9169,-1.95,-0.7,-0.9
10/11/2016,9211,-0.9,1,-1.35
10/12/2016,9371,2.05,0.3,-1.65
10/13/2016,9213,2.9,-0.75,-4.55
10/14/2016,9363,1.75,-1.1,-2.5
10/15/2016,9050,1.2,-0.4,-2.05
10/16/2016,9150,6.65,-0.55,-1.5
10/17/2016,9351,-0.8,0.5,-0.8
10/18/2016,9207,0.85,0.9,-1
10/19/2016,9177,5.75,5,-0.1
10/20/2016,9183,5.55,7.05,1.6
10/21/2016,9249,4.85,6.8,2.45
10/22/2016,9104,5,4.5,0.4
10/23/2016,9286,2.75,4.25,1.45
10/24/2016,9496,1.35,2.4,2
10/25/2016,9507,4.8,3.05,1.8
10/26/2016,9476,2.15,4.5,1.75
10/27/2016,9541,6.65,2.25,1.2
10/28/2016,9451,2,2.4,1.05
10/29/2016,9243,2.3,4,2.25
10/30/2016,9367,5.55,2.85,1.35
10/31/2016,9524,2,2.1,-0.35
11/1/2016,9580,3.55,-0.5,-5.2
11/2/2016,9553,5.15,1.65,-5.5
11/3/2016,9429,9.4,9.5,2.05
11/4/2016,9282,7.6,11.45,7.1
11/5/2016,9268,8.9,9.4,4.6
11/6/2016,9183,5.3,5.25,4
11/7/2016,9437,4,4.6,5.35
11/8/2016,9333,13.95,11.2,4.95
11/9/2016,9454,11.65,9.7,5.55
11/10/2016,9566,4.5,5.25,3.8
11/11/2016,9021,5.45,7.45,5.1
11/12/2016,9167,8.6,7.1,3.85
11/13/2016,9190,7.45,6.85,2.55
11/14/2016,9438,4.1,4.3,4.25
11/15/2016,9692,-1.25,0,0.65
11/16/2016,9683,-2.15,0.7,-3.8
11/17/2016,9841,-4.3,-3.8,-7.25
11/18/2016,9696,-3.65,-4.05,-11.75
11/19/2016,9663,-2.9,-3.4,-9.35
11/20/2016,9550,-0.65,-3.65,-7.1
11/21/2016,9819,3.45,-3.6,-3.2
11/22/2016,9874,-3.8,-2.55,-4.7
11/23/2016,9754,-4.25,-4,-2.45
11/24/2016,9726,0.95,-2.1,-1.25
11/25/2016,9750,1.75,0.8,-0.4
11/26/2016,9697,0.25,-2.45,-7.3
11/27/2016,9748,-0.35,-2.35,-7.25
11/28/2016,10017,-0.85,-2.2,-3.9
11/29/2016,10045,-2.7,-7.15,-4.8
11/30/2016,9997,-8.5,-7.15,-6.05
12/1/2016,9882,-2.6,-5.15,-4.45
12/2/2016,9794,-3.4,-5.7,-4.85
12/3/2016,9676,-1.25,-1.1,-3.6
12/4/2016,10206,-6.85,-8.1,-6.15
12/5/2016,10562,-14.9,-16.85,-14.9
12/6/2016,10740,-19.9,-18.7,-18.4
12/7/2016,10740,-21.95,-20,-25.4
12/8/2016,10889,-22.35,-21.25,-29.75
12/9/2016,10710,-22.3,-20.7,-32.9
12/10/2016,10633,-21.25,-21.5,-29.85
12/11/2016,10542,-19.9,-20.15,-23.3
12/12/2016,10571,-15,-14,-19.4
12/13/2016,10567,-15.05,-14.75,-20.8
12/14/2016,10702,-14.75,-13.9,-22.2
12/15/2016,10913,-18.05,-19.1,-24.7
12/16/2016,10917,-21.5,-21.25,-31.25
12/17/2016,10392,-15.45,-19.35,-34.15
12/18/2016,10061,-4.1,-3.9,-24.35
12/19/2016,10249,-0.8,1,-17.05
12/20/2016,10227,-0.35,-4.55,-10.25
12/21/2016,10246,-1.35,-0.9,-4.3
12/22/2016,10156,1.8,-1.55,-6.1
12/23/2016,10252,-5.6,-5.1,-19.1
12/24/2016,9910,-11.65,-11.35,-22.25
12/25/2016,10125,-19.5,-18.65,-20.55
12/26/2016,10003,-13.6,-17.3,-18.65
12/27/2016,10012,-3.6,-5.5,-8.05
12/28/2016,10127,-3.95,-2.75,-9.55
12/29/2016,10068,-6.85,-7.6,-14.75
12/30/2016,9966,-5.9,-5.1,-12
12/31/2016,9811,-8.85,-5.56,-13.9
1/1/2017,10116,-13.3,-12.95,-18.5
1/2/2017,10613,-20.55,-18.05,-21.3
1/3/2017,10682,-19.85,-17.15,-19.4
1/4/2017,10456,-13.35,-10.85,-12.25
1/5/2017,10497,-10.5,-10.7,-14.35
1/6/2017,10559,-14,-14.6,-23.95
1/7/2017,10600,-17.55,-17.75,-25.85
1/8/2017,10559,-18.8,-19.45,-28.65
1/9/2017,10766,-21.9,-18.5,-24
1/10/2017,10681,-20.95,-21.35,-31.5
1/11/2017,10615,-15.95,-15.2,-23.2
1/12/2017,10452,-11.85,-19.44,-31
1/13/2017,10251,-8.95,-11.25,-17.5
1/14/2017,9860,-4.65,-6.4,-7.6
1/15/2017,9857,1.5,1.55,0.7
1/16/2017,9920,0.3,-1.19,3.05
1/17/2017,9743,5.6,3.3,2
1/18/2017,9850,2.05,3.55,-1.45
1/19/2017,9799,3.2,1.35,-5.95
1/20/2017,9910,-0.75,-0.55,-4.65
1/21/2017,10065,-5.05,-6.75,-8.7
1/22/2017,10106,-5,-7.55,-16.15
1/23/2017,10324,-5.65,-9.15,-18.2
1/24/2017,10110,-6,-6.9,-15.6
1/25/2017,10112,-3.6,-8,-13.55
1/26/2017,10024,-2.45,-3.4,-4.65
1/27/2017,9808,-1.2,0.95,-2.9
1/28/2017,9614,7.4,3.1,-0.35
1/29/2017,9665,8.45,1.6,1.65
1/30/2017,10023,-0.1,-0.65,-7.4
1/31/2017,10265,-8.85,-8.45,-14.95
2/1/2017,10379,-10.1,-10,-15.7
2/2/2017,10275,-11.15,-12.75,-15.9
2/3/2017,10272,-15,-12.35,-15.15
2/4/2017,10234,-16.2,-15.65,-22.1
2/5/2017,10392,-18,-19.85,-26.45
2/6/2017,10715,-23.25,-22.4,-27.56
2/7/2017,10628,-25.5,-22.35,-24.85
2/8/2017,10642,-22.35,-16.65,-16.9
2/9/2017,10347,-12.1,-14.78,-17.95
2/10/2017,10101,-6.6,-12.1,-16.7
2/11/2017,9892,-2.25,-3.72,-5.4
2/12/2017,9774,0.55,1.2,2.25
2/13/2017,9844,3.75,5,1.55
2/14/2017,9647,2.9,4.42,3.3
2/15/2017,9568,6.5,8.36,3.3
2/16/2017,9706,6.2,7.15,6.35
2/17/2017,9533,4.8,3.65,1.05
2/18/2017,9676,-1.85,0.75,-2.05
2/19/2017,9448,-1.6,1.25,-2.36
2/20/2017,9608,-3.95,-0.25,-2
2/21/2017,9916,-1.4,1.11,-5.75
2/22/2017,10068,-4.2,-3.36,-12.4
2/23/2017,10147,-5.35,-2.8,-12.5
2/24/2017,10161,-8.75,-7.05,-16.85
2/25/2017,9986,-7.6,-8.3,-15.11
2/26/2017,10206,-10,-10.7,-17.55
2/27/2017,10107,-12.45,-10.15,-18.5
2/28/2017,9995,-10.35,-10.2,-20.25
3/1/2017,10087,-6.35,-10.08,-22.6
3/2/2017,9951,-5.15,-7.3,-19.14
3/3/2017,9836,1.65,1.1,-5.31
3/4/2017,10030,-8,-8.75,-10.03
3/5/2017,10065,-11.8,-13.7,-16.61
3/6/2017,10211,-13.4,-13.7,-16.36
3/7/2017,10273,-13.55,-15.2,-19.39
3/8/2017,10374,-17.25,-16.84,-24
3/9/2017,10392,-20.25,-18.39,-26.11
3/10/2017,10393,-18.95,-18.34,-23.11
3/11/2017,10137,-18.75,-16.86,-17.06
3/12/2017,10208,-16.1,-14,-15.4
3/13/2017,10091,-4.05,-10.39,-7.85
3/14/2017,9623,3.45,-3.08,-0.8
3/15/2017,9590,6.15,0.72,3.7
3/16/2017,9749,3.45,1.1,1.44
3/17/2017,9457,0.35,-0.64,-0.33
3/18/2017,9309,5.95,4.6,-1.34
3/19/2017,9606,-0.45,3.47,-5.75
3/20/2017,9836,-2.65,-2,-13.15
3/21/2017,9546,0.65,-2.47,-7.84
3/22/2017,9625,6.05,0.58,-2.65
3/23/2017,9580,3.95,0.36,-2.8
3/24/2017,9371,5.2,0.6,0.15
3/25/2017,9195,5.7,4.61,0.25
3/26/2017,9219,2.65,4.06,1.44
3/27/2017,9243,5.7,4.08,3.3
3/28/2017,9479,4.8,4.25,5.36
3/29/2017,9327,4.45,5.25,4.19
3/30/2017,9439,4.05,5.3,3.85
3/31/2017,9288,6.05,5.58,5.85
4/1/2017,9066,7.5,5.3,5.85
4/2/2017,9122,-0.1,5.6,7.11
4/3/2017,9284,1.05,5.55,5.35
4/4/2017,9234,1.9,5.25,4
4/5/2017,9082,6.05,6.44,5.11
4/6/2017,9206,11.7,10.06,10
4/7/2017,9118,3.6,9.3,9.5
4/8/2017,9049,7.35,6.2,0.35
4/9/2017,9150,4.95,2.8,1
4/10/2017,9206,4.05,2.3,3.15
4/11/2017,9156,4.6,4.3,3.1
4/12/2017,9137,3,4.25,0.3
4/13/2017,9181,2.1,3.45,2.35
4/14/2017,8870,4.75,0.39,2.35
4/15/2017,8886,-0.25,-1.2,-0.8
4/16/2017,8854,1.9,-1,-0.35
4/17/2017,9054,4.5,2.75,-0.7
4/18/2017,9179,7.15,2.15,-2.85
4/19/2017,9061,7.7,4.6,-1
4/20/2017,9140,7.75,8.14,2.75
4/21/2017,9143,7.25,7,0.25
4/22/2017,9002,4.9,3.8,-3.55
4/23/2017,9031,5.75,1.1,-2.9
4/24/2017,9128,2.2,0.3,-2.65
4/25/2017,9171,-0.8,1.19,0.85
4/26/2017,9193,-0.4,1,3
4/27/2017,9128,4.45,2.89,7.1
4/28/2017,9027,4.25,4.5,6.2
4/29/2017,8710,7,7.44,5.9
4/30/2017,8876,8.5,7.7,7
5/1/2017,9005,5.9,8.44,8.3
5/2/2017,8930,6.85,9,7.05
5/3/2017,8872,10.2,11.39,10.35
5/4/2017,9055,16.05,16.2,13.75
5/5/2017,8989,15.5,20.56,14.95
5/6/2017,8787,16.45,16.45,14.8
5/7/2017,8682,7.15,15.75,10.9
5/8/2017,8830,9.7,11.66,9.55
5/9/2017,8728,11.85,14,10.58
5/10/2017,8909,12.45,15.84,10.5
5/11/2017,9036,13.35,15.25,12.75
5/12/2017,8967,14.1,15.4,12.5
5/13/2017,8838,10.35,13.8,5.85
5/14/2017,8930,8.1,6.25,2.8
5/15/2017,9064,7.35,8.94,5.65
5/16/2017,9031,6.2,8,6.15
5/17/2017,8862,5.3,7.6,8.55
5/18/2017,9020,9.1,11.7,8.75
5/19/2017,8817,10.3,12.3,12.65
5/20/2017,8564,11.65,14.25,13.75
5/21/2017,8559,13.45,16.36,11.8
5/22/2017,9036,17.15,19.44,14.4
5/23/2017,9344,19.55,21.89,20.85
5/24/2017,8989,10.15,14.85,19.3
5/25/2017,8843,9.3,14.45,14.7
5/26/2017,8817,10.85,15.14,11.05
5/27/2017,8834,17.35,16.92,13.45
5/28/2017,8859,14.65,17.15,13.45
5/29/2017,9100,14.7,15,11.45
5/30/2017,9234,16.4,18.89,16.2
5/31/2017,9336,18.8,22.5,21.85
6/1/2017,9374,17.3,22.55,21.6
6/2/2017,8718,16.9,18.8,17.6
6/3/2017,8889,16.05,15.89,17.6
6/4/2017,8991,16.5,16.1,16.45
6/5/2017,8795,14.15,16.9,16.85
6/6/2017,8828,14.45,16.61,15.3
6/7/2017,9220,16.85,21.66,19.35
6/8/2017,8992,18.55,21.9,21.55
6/9/2017,8777,13.6,13.8,18.65
6/10/2017,8586,7.85,13.5,11.95
6/11/2017,8586,12.95,11.85,10.85
6/12/2017,8857,14.7,17.3,13.25
6/13/2017,8728,12.55,16.6,16.4
6/14/2017,8771,13.25,14.7,14.1
6/15/2017,8716,11.95,15.05,14.9
6/16/2017,8737,15.5,16.1,15.14
6/17/2017,8593,14.35,15.7,16.8
6/18/2017,8702,14.95,16.3,14.7
6/19/2017,8917,13.8,15.16,15.7
6/20/2017,8823,18.9,17.5,15.15
6/21/2017,9032,13.15,14.6,11.55
6/22/2017,9096,11.75,12.55,10.35
6/23/2017,8965,13.8,14.25,12.15
6/24/2017,8899,14.8,16.25,14.11
6/25/2017,9246,17,19.05,14.75
6/26/2017,9541,21.65,21.55,20.3
6/27/2017,9049,16.45,14.5,16
6/28/2017,9030,13.2,14.3,13.5
6/29/2017,9291,15.95,15.45,16.05
6/30/2017,9344,19.15,21,17.15
7/1/2017,8848,19.5,19.64,18.42
7/2/2017,9303,20,19.94,21.75
7/3/2017,9302,18.5,19.06,20.2
