Date,Calgary_Weather,Edmonton_Weather,FtMac_Weather,AESO_POWER_DEMAND_LABEL
4/29/2016,6.7,13.4,15.7,0
4/30/2016,9.15,11.65,12.9,0
5/1/2016,10.35,14.5,12.9,0
5/2/2016,14.2,18.65,15.7,0
5/3/2016,16.1,21.4,22.1,1
5/4/2016,16.9,20.05,19.6,1
5/5/2016,15.55,14.05,15.15,1
5/6/2016,11,12.65,11.15,1
5/7/2016,15.45,19.1,16.7,1
5/8/2016,12.5,13.6,12.6,1
5/9/2016,6.55,7.65,6.4,1
5/10/2016,6.25,8.55,6.9,1
5/11/2016,7.15,8.6,4.2,1
5/12/2016,4.45,6.6,6,1
5/13/2016,4.4,7.9,7.8,1
5/14/2016,6.15,11.1,10.35,1
5/15/2016,8.6,13.6,12.65,1
5/16/2016,11.35,18.25,16.2,1
5/17/2016,16.3,17.65,17.1,1
5/18/2016,15.55,18.1,16,1
5/19/2016,8.95,14.35,10,1
5/20/2016,5.15,4.75,10.85,1
5/21/2016,4.4,4.9,10.15,1
5/22/2016,2.85,6.3,10.65,1
5/23/2016,6.35,8.5,11.3,1
5/24/2016,9.95,13.15,11.65,1
5/25/2016,12.25,16,14.15,1
5/26/2016,12.5,16.6,13.2,1
5/27/2016,9.25,14.2,15.15,1
5/28/2016,8.6,12.5,14.35,1
5/29/2016,12.7,13.1,13.15,1
5/30/2016,10.15,9.6,13.85,1
5/31/2016,10.45,12.55,13.65,1
6/1/2016,13.25,17,13.3,1
6/2/2016,15.4,17.15,14,1
6/3/2016,15.5,17.1,17,1
6/4/2016,17.7,18.75,17.5,1
6/5/2016,18.2,18.4,15.1,1
6/6/2016,21.25,22.4,21.1,1
6/7/2016,22.25,21.95,21.75,1
6/8/2016,20.55,19.75,16.35,1
6/9/2016,18.2,14.55,12.75,1
6/10/2016,13,14.9,14.95,1
6/11/2016,14.1,12.25,13.45,1
6/12/2016,12.9,14.65,13.8,1
6/13/2016,15.05,15.15,17.05,1
6/14/2016,13.25,14.55,16.55,1
6/15/2016,10.1,13.9,13.75,1
6/16/2016,11,11.65,13.6,1
6/17/2016,12.9,13.75,14.7,1
6/18/2016,11.15,16.1,14.4,1
6/19/2016,15.45,17.5,14.55,1
6/20/2016,15.7,17.5,14.25,1
6/21/2016,15.3,19.25,17.5,1
6/22/2016,16.15,18.45,18.55,1
6/23/2016,16.55,18.8,18.95,1
6/24/2016,13.3,16,17.25,1
6/25/2016,15.45,18.1,17.8,1
6/26/2016,16.2,19.45,18.45,1
6/27/2016,16.95,19.9,18.7,1
6/28/2016,17.55,21.65,21.2,1
6/29/2016,17.45,20.75,19.65,1
6/30/2016,17.75,19.65,21.6,1
7/1/2016,16.95,18.25,21.5,1
7/2/2016,17.45,19.5,19.1,1
7/3/2016,17.55,19.2,19.35,1
7/4/2016,14.15,16.6,16.3,1
7/5/2016,11.9,17.05,17.15,1
7/6/2016,14.9,18.1,15.45,1
7/7/2016,16.2,18.15,14,1
7/8/2016,18.55,18.65,17.1,1
7/9/2016,15.75,17.1,19.75,1
7/10/2016,15.05,16.65,19.25,1
7/11/2016,15.4,18.4,19.5,1
7/12/2016,16.35,19.75,19.95,1
7/13/2016,15.55,19.65,19.15,1
7/14/2016,15.3,18.25,15.55,1
7/15/2016,11.55,16.5,18.55,1
7/16/2016,13.45,18.75,18.75,1
7/17/2016,14.55,17.05,16.85,1
7/18/2016,15.05,19.95,17.35,1
7/19/2016,18.6,20.85,22.25,1
7/20/2016,18.05,19.3,17.9,1
7/21/2016,17.9,20.7,15.95,1
7/22/2016,16.2,20.7,15.35,1
7/23/2016,17.25,19.65,17.75,1
7/24/2016,17.3,20.6,18.5,1
7/25/2016,18.05,20.2,16.9,1
7/26/2016,18.4,20.75,20.05,1
7/27/2016,19.9,21.9,20.5,1
7/28/2016,19.05,21.3,21.75,1
7/29/2016,19.05,20.9,21,1
7/30/2016,18.05,19.1,20,1
7/31/2016,13.3,15.6,16.4,1
8/1/2016,14.8,17.65,18.15,1
8/2/2016,16.3,18.5,18.6,1
8/3/2016,14.35,17.95,17.3,1
8/4/2016,16.75,18.85,19,1
8/5/2016,18.05,19,19.45,1
8/6/2016,14.35,20.2,18.55,1
8/7/2016,17.8,20.3,18.2,1
8/8/2016,16.8,18.2,19.45,1
8/9/2016,16.6,18.35,18.75,1
8/10/2016,15.1,18.15,19.1,1
8/11/2016,16.7,19.75,20.5,1
8/12/2016,16.7,19.1,18.3,1
8/13/2016,16.95,20.55,18.35,1
8/14/2016,17.35,20.55,19.05,1
8/15/2016,17.65,21.05,19.85,1
8/16/2016,19.45,21.2,20.4,1
8/17/2016,16.95,19,15.85,1
8/18/2016,13.85,16.3,15,1
8/19/2016,13.75,15.25,13.1,1
8/20/2016,16.7,18.55,14.6,1
8/21/2016,19.45,17.85,15.65,1
8/22/2016,12.25,14.25,15.5,1
8/23/2016,12.65,13.55,17.4,1
8/24/2016,12.6,15.7,15.8,1
8/25/2016,13.15,15.8,14.05,1
8/26/2016,13.3,15.25,14.15,1
8/27/2016,17.1,15.1,13.3,1
8/28/2016,10.5,11.25,10.9,1
8/29/2016,15.45,12.5,9.9,1
8/30/2016,17.5,17.45,11.75,1
8/31/2016,19.05,19.15,13.25,1
9/1/2016,18.15,17.95,13.55,1
9/2/2016,10.2,11.5,13.1,1
9/3/2016,10.7,11.15,9.85,1
9/4/2016,7.85,7.9,9.25,1
9/5/2016,9.55,12.15,9.1,1
9/6/2016,9.1,12.2,11.45,1
9/7/2016,10.8,12.2,11.8,1
9/8/2016,11.25,11.3,11.65,1
9/9/2016,11.4,13.6,10.95,1
9/10/2016,15.3,15.85,12.75,1
9/11/2016,6.45,8.45,7.9,1
9/12/2016,6.6,8.7,8.35,1
9/13/2016,9.3,12.85,14.85,1
9/14/2016,13.9,16.05,14.95,1
9/15/2016,14.05,16.8,11.8,1
9/16/2016,14.2,17,15.5,1
9/17/2016,15.35,15.6,13.75,1
9/18/2016,10.65,12.55,12.45,1
9/19/2016,9.1,11.05,10.05,1
9/20/2016,5.45,9.25,9.4,1
9/21/2016,7.75,9.65,8.75,1
9/22/2016,6.55,10.45,11,1
9/23/2016,11.5,10.45,9.35,1
9/24/2016,10.2,11.45,11.3,1
9/25/2016,9.55,10.05,9.8,1
9/26/2016,15.6,15.8,13.6,1
9/27/2016,13.6,10.25,10.65,1
9/28/2016,9.65,9.05,8.45,1
9/29/2016,9.1,9.95,7.35,1
9/30/2016,10.45,10.05,6.15,1
10/1/2016,8.05,7.75,6.25,1
10/2/2016,6.95,7.8,3.95,1
10/3/2016,6.1,7.65,4.2,1
10/4/2016,5.65,6.6,4.1,1
10/5/2016,1.3,3.2,0.5,1
10/6/2016,0.85,-0.4,-1.45,1
10/7/2016,-1.35,-1.9,0.9,1
10/8/2016,-0.15,-0.15,-0.15,1
10/9/2016,0.75,0.3,0.2,1
10/10/2016,-1.95,-0.7,-0.9,1
10/11/2016,-0.9,1,-1.35,1
10/12/2016,2.05,0.3,-1.65,1
10/13/2016,2.9,-0.75,-4.55,1
10/14/2016,1.75,-1.1,-2.5,1
10/15/2016,1.2,-0.4,-2.05,1
10/16/2016,6.65,-0.55,-1.5,1
10/17/2016,-0.8,0.5,-0.8,1
10/18/2016,0.85,0.9,-1,1
10/19/2016,5.75,5,-0.1,1
10/20/2016,5.55,7.05,1.6,1
10/21/2016,4.85,6.8,2.45,1
10/22/2016,5,4.5,0.4,1
10/23/2016,2.75,4.25,1.45,1
10/24/2016,1.35,2.4,2,1
10/25/2016,4.8,3.05,1.8,1
10/26/2016,2.15,4.5,1.75,1
10/27/2016,6.65,2.25,1.2,1
10/28/2016,2,2.4,1.05,1
10/29/2016,2.3,4,2.25,1
10/30/2016,5.55,2.85,1.35,1
10/31/2016,2,2.1,-0.35,1
11/1/2016,3.55,-0.5,-5.2,1
11/2/2016,5.15,1.65,-5.5,1
11/3/2016,9.4,9.5,2.05,1
11/4/2016,7.6,11.45,7.1,1
11/5/2016,8.9,9.4,4.6,1
11/6/2016,5.3,5.25,4,1
11/7/2016,4,4.6,5.35,1
11/8/2016,13.95,11.2,4.95,1
11/9/2016,11.65,9.7,5.55,1
11/10/2016,4.5,5.25,3.8,1
11/11/2016,5.45,7.45,5.1,1
11/12/2016,8.6,7.1,3.85,1
11/13/2016,7.45,6.85,2.55,1
11/14/2016,4.1,4.3,4.25,1
11/15/2016,-1.25,0,0.65,1
11/16/2016,-2.15,0.7,-3.8,1
11/17/2016,-4.3,-3.8,-7.25,1
11/18/2016,-3.65,-4.05,-11.75,1
11/19/2016,-2.9,-3.4,-9.35,1
11/20/2016,-0.65,-3.65,-7.1,1
11/21/2016,3.45,-3.6,-3.2,1
11/22/2016,-3.8,-2.55,-4.7,1
11/23/2016,-4.25,-4,-2.45,1
11/24/2016,0.95,-2.1,-1.25,1
11/25/2016,1.75,0.8,-0.4,1
11/26/2016,0.25,-2.45,-7.3,1
11/27/2016,-0.35,-2.35,-7.25,1
11/28/2016,-0.85,-2.2,-3.9,1
11/29/2016,-2.7,-7.15,-4.8,1
11/30/2016,-8.5,-7.15,-6.05,1
12/1/2016,-2.6,-5.15,-4.45,1
12/2/2016,-3.4,-5.7,-4.85,1
12/3/2016,-1.25,-1.1,-3.6,1
12/4/2016,-6.85,-8.1,-6.15,1
12/5/2016,-14.9,-16.85,-14.9,1
12/6/2016,-19.9,-18.7,-18.4,1
12/7/2016,-21.95,-20,-25.4,1
12/8/2016,-22.35,-21.25,-29.75,1
12/9/2016,-22.3,-20.7,-32.9,1
12/10/2016,-21.25,-21.5,-29.85,1
12/11/2016,-19.9,-20.15,-23.3,1
12/12/2016,-15,-14,-19.4,1
12/13/2016,-15.05,-14.75,-20.8,1
12/14/2016,-14.75,-13.9,-22.2,1
12/15/2016,-18.05,-19.1,-24.7,1
12/16/2016,-21.5,-21.25,-31.25,1
12/17/2016,-15.45,-19.35,-34.15,1
12/18/2016,-4.1,-3.9,-24.35,1
12/19/2016,-0.8,1,-17.05,1
12/20/2016,-0.35,-4.55,-10.25,1
12/21/2016,-1.35,-0.9,-4.3,1
12/22/2016,1.8,-1.55,-6.1,1
12/23/2016,-5.6,-5.1,-19.1,1
12/24/2016,-11.65,-11.35,-22.25,1
12/25/2016,-19.5,-18.65,-20.55,1
12/26/2016,-13.6,-17.3,-18.65,1
12/27/2016,-3.6,-5.5,-8.05,1
12/28/2016,-3.95,-2.75,-9.55,1
12/29/2016,-6.85,-7.6,-14.75,1
12/30/2016,-5.9,-5.1,-12,1
12/31/2016,-8.85,-5.56,-13.9,1
1/1/2017,-13.3,-12.95,-18.5,1
1/2/2017,-20.55,-18.05,-21.3,1
1/3/2017,-19.85,-17.15,-19.4,1
1/4/2017,-13.35,-10.85,-12.25,1
1/5/2017,-10.5,-10.7,-14.35,1
1/6/2017,-14,-14.6,-23.95,1
1/7/2017,-17.55,-17.75,-25.85,1
1/8/2017,-18.8,-19.45,-28.65,1
1/9/2017,-21.9,-18.5,-24,1
1/10/2017,-20.95,-21.35,-31.5,1
1/11/2017,-15.95,-15.2,-23.2,1
1/12/2017,-11.85,-19.44,-31,1
1/13/2017,-8.95,-11.25,-17.5,1
1/14/2017,-4.65,-6.4,-7.6,1
1/15/2017,1.5,1.55,0.7,1
1/16/2017,0.3,-1.19,3.05,1
1/17/2017,5.6,3.3,2,1
1/18/2017,2.05,3.55,-1.45,1
1/19/2017,3.2,1.35,-5.95,1
1/20/2017,-0.75,-0.55,-4.65,1
1/21/2017,-5.05,-6.75,-8.7,1
1/22/2017,-5,-7.55,-16.15,1
1/23/2017,-5.65,-9.15,-18.2,1
1/24/2017,-6,-6.9,-15.6,1
1/25/2017,-3.6,-8,-13.55,1
1/26/2017,-2.45,-3.4,-4.65,1
1/27/2017,-1.2,0.95,-2.9,1
1/28/2017,7.4,3.1,-0.35,1
1/29/2017,8.45,1.6,1.65,1
1/30/2017,-0.1,-0.65,-7.4,1
1/31/2017,-8.85,-8.45,-14.95,1
2/1/2017,-10.1,-10,-15.7,1
2/2/2017,-11.15,-12.75,-15.9,1
2/3/2017,-15,-12.35,-15.15,1
2/4/2017,-16.2,-15.65,-22.1,1
2/5/2017,-18,-19.85,-26.45,1
2/6/2017,-23.25,-22.4,-27.56,1
2/7/2017,-25.5,-22.35,-24.85,1
2/8/2017,-22.35,-16.65,-16.9,1
2/9/2017,-12.1,-14.78,-17.95,1
2/10/2017,-6.6,-12.1,-16.7,1
2/11/2017,-2.25,-3.72,-5.4,1
2/12/2017,0.55,1.2,2.25,1
2/13/2017,3.75,5,1.55,1
2/14/2017,2.9,4.42,3.3,1
2/15/2017,6.5,8.36,3.3,1
2/16/2017,6.2,7.15,6.35,1
2/17/2017,4.8,3.65,1.05,1
2/18/2017,-1.85,0.75,-2.05,1
2/19/2017,-1.6,1.25,-2.36,1
2/20/2017,-3.95,-0.25,-2,1
2/21/2017,-1.4,1.11,-5.75,1
2/22/2017,-4.2,-3.36,-12.4,1
2/23/2017,-5.35,-2.8,-12.5,1
2/24/2017,-8.75,-7.05,-16.85,1
2/25/2017,-7.6,-8.3,-15.11,1
2/26/2017,-10,-10.7,-17.55,1
2/27/2017,-12.45,-10.15,-18.5,1
2/28/2017,-10.35,-10.2,-20.25,1
3/1/2017,-6.35,-10.08,-22.6,1
3/2/2017,-5.15,-7.3,-19.14,1
3/3/2017,1.65,1.1,-5.31,1
3/4/2017,-8,-8.75,-10.03,1
3/5/2017,-11.8,-13.7,-16.61,1
3/6/2017,-13.4,-13.7,-16.36,1
3/7/2017,-13.55,-15.2,-19.39,1
3/8/2017,-17.25,-16.84,-24,1
3/9/2017,-20.25,-18.39,-26.11,1
3/10/2017,-18.95,-18.34,-23.11,1
3/11/2017,-18.75,-16.86,-17.06,1
3/12/2017,-16.1,-14,-15.4,1
3/13/2017,-4.05,-10.39,-7.85,1
3/14/2017,3.45,-3.08,-0.8,1
3/15/2017,6.15,0.72,3.7,1
3/16/2017,3.45,1.1,1.44,1
3/17/2017,0.35,-0.64,-0.33,1
3/18/2017,5.95,4.6,-1.34,1
3/19/2017,-0.45,3.47,-5.75,1
3/20/2017,-2.65,-2,-13.15,1
3/21/2017,0.65,-2.47,-7.84,1
3/22/2017,6.05,0.58,-2.65,1
3/23/2017,3.95,0.36,-2.8,1
3/24/2017,5.2,0.6,0.15,1
3/25/2017,5.7,4.61,0.25,1
3/26/2017,2.65,4.06,1.44,1
3/27/2017,5.7,4.08,3.3,1
3/28/2017,4.8,4.25,5.36,1
3/29/2017,4.45,5.25,4.19,1
3/30/2017,4.05,5.3,3.85,1
3/31/2017,6.05,5.58,5.85,1
4/1/2017,7.5,5.3,5.85,1
4/2/2017,-0.1,5.6,7.11,1
4/3/2017,1.05,5.55,5.35,1
4/4/2017,1.9,5.25,4,1
4/5/2017,6.05,6.44,5.11,1
4/6/2017,11.7,10.06,10,1
4/7/2017,3.6,9.3,9.5,1
4/8/2017,7.35,6.2,0.35,1
4/9/2017,4.95,2.8,1,1
4/10/2017,4.05,2.3,3.15,1
4/11/2017,4.6,4.3,3.1,1
4/12/2017,3,4.25,0.3,1
4/13/2017,2.1,3.45,2.35,1
4/14/2017,4.75,0.39,2.35,1
4/15/2017,-0.25,-1.2,-0.8,1
4/16/2017,1.9,-1,-0.35,1
4/17/2017,4.5,2.75,-0.7,1
4/18/2017,7.15,2.15,-2.85,1
4/19/2017,7.7,4.6,-1,1
4/20/2017,7.75,8.14,2.75,1
4/21/2017,7.25,7,0.25,1
4/22/2017,4.9,3.8,-3.55,1
4/23/2017,5.75,1.1,-2.9,1
4/24/2017,2.2,0.3,-2.65,1
4/25/2017,-0.8,1.19,0.85,1
4/26/2017,-0.4,1,3,1
4/27/2017,4.45,2.89,7.1,1
4/28/2017,4.25,4.5,6.2,1
4/29/2017,7,7.44,5.9,1
4/30/2017,8.5,7.7,7,1
5/1/2017,5.9,8.44,8.3,1
5/2/2017,6.85,9,7.05,1
5/3/2017,10.2,11.39,10.35,1
5/4/2017,16.05,16.2,13.75,1
5/5/2017,15.5,20.56,14.95,1
5/6/2017,16.45,16.45,14.8,1
5/7/2017,7.15,15.75,10.9,1
5/8/2017,9.7,11.66,9.55,1
5/9/2017,11.85,14,10.58,1
5/10/2017,12.45,15.84,10.5,1
5/11/2017,13.35,15.25,12.75,1
5/12/2017,14.1,15.4,12.5,1
5/13/2017,10.35,13.8,5.85,1
5/14/2017,8.1,6.25,2.8,1
5/15/2017,7.35,8.94,5.65,1
5/16/2017,6.2,8,6.15,1
5/17/2017,5.3,7.6,8.55,1
5/18/2017,9.1,11.7,8.75,1
5/19/2017,10.3,12.3,12.65,1
5/20/2017,11.65,14.25,13.75,1
5/21/2017,13.45,16.36,11.8,1
5/22/2017,17.15,19.44,14.4,1
5/23/2017,19.55,21.89,20.85,1
5/24/2017,10.15,14.85,19.3,1
5/25/2017,9.3,14.45,14.7,1
5/26/2017,10.85,15.14,11.05,1
5/27/2017,17.35,16.92,13.45,1
5/28/2017,14.65,17.15,13.45,1
5/29/2017,14.7,15,11.45,1
5/30/2017,16.4,18.89,16.2,1
5/31/2017,18.8,22.5,21.85,1
6/1/2017,17.3,22.55,21.6,1
6/2/2017,16.9,18.8,17.6,1
6/3/2017,16.05,15.89,17.6,1
6/4/2017,16.5,16.1,16.45,1
6/5/2017,14.15,16.9,16.85,1
6/6/2017,14.45,16.61,15.3,1
6/7/2017,16.85,21.66,19.35,1
6/8/2017,18.55,21.9,21.55,1
6/9/2017,13.6,13.8,18.65,1
6/10/2017,7.85,13.5,11.95,1
6/11/2017,12.95,11.85,10.85,1
6/12/2017,14.7,17.3,13.25,1
6/13/2017,12.55,16.6,16.4,1
6/14/2017,13.25,14.7,14.1,1
6/15/2017,11.95,15.05,14.9,1
6/16/2017,15.5,16.1,15.14,1
6/17/2017,14.35,15.7,16.8,1
6/18/2017,14.95,16.3,14.7,1
6/19/2017,13.8,15.16,15.7,1
6/20/2017,18.9,17.5,15.15,1
6/21/2017,13.15,14.6,11.55,1
6/22/2017,11.75,12.55,10.35,1
6/23/2017,13.8,14.25,12.15,1
6/24/2017,14.8,16.25,14.11,1
6/25/2017,17,19.05,14.75,1
6/26/2017,21.65,21.55,20.3,1
6/27/2017,16.45,14.5,16,1
6/28/2017,13.2,14.3,13.5,1
6/29/2017,15.95,15.45,16.05,1
6/30/2017,19.15,21,17.15,1
7/1/2017,19.5,19.64,18.42,1
7/2/2017,20,19.94,21.75,1
7/3/2017,18.5,19.06,20.2,1
